title,category,location,telephone,website,mail
HÔTEL CAMPO DELL'ORO,Hôtel de tourisme,PLAGE DU RICANTO -20000AJACCIO,04 95 22 32 41,http://www.hotel-campodelloro.com,resa@hotel-campodelloro.com
HÔTEL CAMPOMORO,Hôtel de tourisme,Caselle -20110Belvédère-Campomoro,06 03 49 06 18,https://hotelcampomoro.com/,therese.simonpietri@yahoo.fr
HÔTEL CAMÉLIA,Hôtel de tourisme,70 avenue du général leclerc -92100BOULOGNE-BILLANCOURT,01 46 05 10 80,http://www.hotel-camelia.fr/,camelia.hotel@orange.fr
HÔTEL CAMÉLIA PRESTIGE,Hôtel de tourisme,6 avenue philippe auguste -75011PARIS,01 43 73 67 50,http://www.hotelcamelianation.fr/,hotelcamelianation@gmail.com
HÔTEL CANAL,Hôtel de tourisme,440 route de Nîmes -30220Aigues-Mortes,04 66 80 50 04,http://www.hotel-canal.fr/index.php/fr/,resa@hotel-canal.fr
HÔTEL CANELLA BEACH,Hôtel de tourisme,pointe de la verdure -97190LE GOSIER,05 90 90 44 00,http://www.canellabeach.com,direction@canellabeach.com
HÔTEL CANNES CROISETTE,Hôtel de tourisme,31 rue Bivouac Napoleon -06400CANNES,04 97 06 21 21,www.hotelcannescroisette.fr,contact@hotelcannescroisette.fr
HÔTEL CANNES PALACE,Hôtel de tourisme,14 Avenue de Madrid -06400CANNES,04 93 43 44 45,cannes-palace.com,mg@cannes-palace.com
HÔTEL CANOPY BY HILTON PARIS TROCADERO,Hôtel de tourisme,16 avenue d'Eylau -75016Paris 16e Arrondissement,01 45 50 50 70,https://www.hiltonhotels.com/fr_FR/france/canopy-paris-trocadero/,dominique.lorent@hilton.com
HÔTEL CANTAL COTTAGES,Hôtel de tourisme,LE CROZATIER -15100SAINT-GEORGES,04 71 20 29 25,http://www.hotel-cantal-cottages.com,info@hotel-cantal-cottages.com
HÔTEL CANTE GRIT,Hôtel de tourisme,51 AVENUE DES THERMES -32150BARBOTAN,05 62 69 52 12,http://www.hotelcantegrit.com/,reception@hotelcantegrit.com
HÔTEL CANTO CIGALO,Hôtel de tourisme,8 A CHEMIN CANTO CIGALO -13210SAINT-RÉMY-DE-PROVENCE,04 90 92 14 28,http://www.cantocigalo.com,hotel.cantocigalo@wanadoo.fr
HÔTEL CANTOSORGUE,Hôtel de tourisme,800 cours Fernande Peyre -84800L'Isle-sur-la-Sorgue,04 90 20 81 81,https://www.hotel-cantosorgue.com/,cantosorgue@gmail.com
HÔTEL CAP NÈGRE,Hôtel de tourisme,45 avenue du Cap Nègre -83980LE LAVANDOU,04 94 05 80 46,https://hotel-le-cap-negre.fr/?p=1,hotel-le-cap-negre@wanadoo.fr
HÔTEL CAP PIRATE,Hôtel de tourisme,Chemin des dunes -34300AGDE,04  6 7  94  9 9  22,http://www.cap-pirate.com/,contact@cap-pirate.com
HÔTEL CAP RIVIERA,Hôtel de tourisme,3022 avenue de la Corniche d'azur -83600FRÉJUS,04 94 81 21 42,http://www.hotelcapriviera.com,info@hotelcapriviera.com
HÔTEL CAP SOLEIL,Hôtel de tourisme,24 rue de la Baie -83240Cavalaire-sur-Mer,04 94 64 06 36,https://hotelcapsoleil.com/,booking@hotelcapsoleil.com
HÔTEL CAP SUD,Hôtel de tourisme,6 rue Caumont -97410SAINT-PIERRE,02 62 25 75 64,www.hotel-capsud-reunion.com,hotel-capsud@orange.fr
HÔTEL CAPAÔ,Hôtel de tourisme,1 rue des Corsaires -34300Agde,04 67 26 99 44,http://www.capao.com,contact@capao.com
HÔTEL CAPITOLE,Hôtel de tourisme,19 boulevard du Général Leclerc -06240Beausoleil,04 93 28 65 65,https://www.hotel-capitole.fr/,direction@hotel-capitole.fr
HÔTEL CAPO D'ORTO,Hôtel de tourisme,route de Calvi -20150OTA,04 95 26 11 14,http://www.hotel-capo-dorto.com,info@hotel-capo-dorto.com
HÔTEL CAPRICORNE,Hôtel de tourisme,8 Boulevard de Trémault -41100VENDÔME,02 54 80 27 00,http://www.hotelcapricorne.fr,contact@hotelcapricorne.com
HÔTEL CARASOL,Hôtel de tourisme,10 boulevard Illibéris -66200ELNE,04 68 22 10 42,http://www.hotelcarasol.com/,info@hotelcarasol.com
HÔTEL CARAVELLE,Hôtel de tourisme,34 rue Jean Jaurès -17300Rochefort,05 46 99 02 53,https://hotel-caravelle-rochefort.com/,caravellehotelrochefort@gmail.com
HÔTEL CARAÏB'BAY,Hôtel de tourisme,410 allée du Cœur -97126Deshaies,05 90 28 54 43,https://www.caraibbayhotel.com/,reservation@caraib-bay-hotel.com
HÔTEL CARDINAL,Hôtel de tourisme,1 place de la cathédrale -76000ROUEN,02 35 70 24 42,http://www.cardinal-hotel.fr,hotelcardinal.rouen@orange.fr
HÔTEL CARDINAL,Hôtel de tourisme,24 RUE CARDINALE -13100AIX-EN-PROVENCE,04 42 38 32 30,http://www.hotel-cardinal-aix.com,hotel.cardinal@wanadoo.fr
HÔTEL CARDINAL,Hôtel de tourisme,Port Bellec -56360Sauzon,02 97 31 61 60,https://www.hotel-cardinal.fr/,contact@hotel-cardinal.fr
HÔTEL CARINA,Hôtel de tourisme,9 rue Ginoux -75015Paris 15e Arrondissement,01 45 77 58 18,http://carinahotel.paris/fr/home/,carina.hotel@wanadoo.fr
HÔTEL CARLINA,Hôtel de tourisme,138 chemin des Éboulis -74220LA CLUSAZ,04 50 02 43 48,http://www.hotel-carlina.com,info@hotel-carlina.com
HÔTEL CARLINA,Hôtel de tourisme,Belle Plagne -73210La Plagne Tarentaise,04 79 09 78 46,https://www.carlina-belleplagne.com/,info@carlina-belleplagne.com
HÔTEL CARLINE,Hôtel de tourisme,11 rue professeur Joseph Rousselot -14000Caen,02 31 95 87 00,http://www.hotel-carline-caen.fr/,hotelcarline@orange.fr
HÔTEL CARLINE,Hôtel de tourisme,12 rue Yves Bertrand Burgalat -21200Beaune,03 80 22 79 58,https://www.carline-beaune.com/,contact@carline-beaune.com
HÔTEL CARLIT,Hôtel de tourisme,8 AVENUE D'ESPAGNE -66120FONT-ROMEU-ODEILLO-VIA,04 68 30 80 30,http://www.carlit-hotel.com,carlit.hotel@wanadoo.fr
HÔTEL CARLONE,Hôtel de tourisme,2 boulevard François Grosso -06000NICE,04 93 97 71 11,http://www.hotel-carlone.com/fr/,direction@hotel-carlone.com
HÔTEL CARLTON,Hôtel de tourisme,26 boulevard Victor Hugo -06000Nice,04 93 88 87 83,http://hotel-carlton-nice.com/,info@hotel-carlton-nice.com
HÔTEL CARLTON,Hôtel de tourisme,7 avenue Édith Cavell -06310BEAULIEU-SUR-MER,04 93 01 44 70,www.carlton-beaulieu.com,info@carlton-beaulieu.com
HÔTEL CARLTON LILLE,Hôtel de tourisme,3 Rue Pierre Mauroy -59000Lille,03 20 13 33 13,https://carltonlille.com,carlton@carltonlille.com
HÔTEL CARLTON LYON MGALLERY BY SOFITEL,Hôtel de tourisme,4 rue jussieu -69002LYON,04 78 42 56 51,https://all.accor.com/hotel/2950/index.fr.shtml,h2950@accor.com
HÔTEL CARMIN,Hôtel de tourisme,15 rue Georges Braque -76600Le Havre,02 32 74 08 20,https://hotelcarmin-lehavre.com/,info@hotelcarmin.com
HÔTEL CARNAC LODGE,Hôtel de tourisme,Kerhueno -56340PLOUHARNEL,02 97 58 30 30,http://www.carnaclodge.com,contact@carnaclodge.com
HÔTEL CAROLINA,Hôtel de tourisme,35 rue Hoche -06400CANNES,04 93 38 33 67,www.carolina-hotel-cannes.com,hotel.riviera.cannes@wanadoo.fr
HÔTEL CARON,Hôtel de tourisme,3 rue caron -75004Paris 4e Arrondissement,01 40 29 02 94,http://www.hotelcaron.com,hotelcaron@gmail.com
HÔTEL CARON DE BEAUMARCHAIS,Hôtel de tourisme,12 rue Vieille du Temple -75004Paris 4e Arrondissement,01 42 72 34 12,https://www.carondebeaumarchais.com/,hotel@carondebeaumarchais.com
HÔTEL CARPE DIEM,Hôtel de tourisme,140 route de La Dombes -01480Savigneux,04 74 00 73 67,https://hotel-carpediem-01dombes.eatbu.com/?lang=fr,contact@regina-ars.com
HÔTEL CARRÉ NOIR,Hôtel de tourisme,lieu-dit bella vista -20137PORTO-VECCHIO,04 95 70 18 66,http://www.hotelcarrenoir.com/fr/,info@hotelcarrenoir.com
HÔTEL CARRÉ VIEUX PORT,Hôtel de tourisme,6 rue Beauvau -13001MARSEILLE,04 91 33 02 33,http://www.hvpm.fr,carre@hvpm.fr
HÔTEL CARTIER,Hôtel de tourisme,1 rue Corne de Cerf -35400SAINT-MALO,02 99 56 30 00,www.hotel-cartier.com,info@hotel-cartier.com
HÔTEL CAS'ANNA LIDIA,Hôtel de tourisme,Village -20225FELICETO,04 95 61 81 24,http://www.hoteldecharme-corse.com,iwona.tony@orange.fr
HÔTEL CASA 9,Hôtel de tourisme,Mas petit -66300THUIR,07 78 80 54 35,http://www.casa9hotel.fr/,contact@casa9hotel.fr
HÔTEL CASA BIANCA,Hôtel de tourisme,Chemin San Francesco -20260Calvi,04 95 60 08 33,https://www.hotel-casa-bianca.com/,info@hotel-casa-bianca.com
HÔTEL CASA COSY,Hôtel de tourisme,2 rue du Croisic -44510LE POULIGUEN,02 40 42 30 65,www.casacosy.fr,casacosy@orange.fr
HÔTEL CASA DI A RESTONICA,Hôtel de tourisme,RésidenceBertrand -20250CORTE,04 95 33 48 54,https://hotelcasadiarestonicacorte.fr/,baptiste.pasquinelli@wanadoo.fr
HÔTEL CASA DI MAMA,Hôtel de tourisme,route de sotta -20137PORTO-VECCHIO,04 95 70 27 69,http://www.casadimama.fr/,contact@damama.com
HÔTEL CASA LEGNA,Hôtel de tourisme,Lieu-dit Biccalli -20220Pigna,06 16 55 69 65,https://www.casalegna.com/,contact@casalegna.com
HÔTEL CASA MARINA,Hôtel de tourisme,1 avenue Gilbert Leroy -13460Saintes-Maries-de-la-Mer,04 90 97 80 31,https://www.casa-marina.fr/,contact@casa-marina.fr
HÔTEL CASA MEA,Hôtel de tourisme,9 chemin du Fiumicellu -20200San-Martino-di-Lota,06 20 53 74 75,https://www.casa-marina.fr/,contact@casa-marina.fr
HÔTEL CASA MURINA,Hôtel de tourisme,VILLAGE DE PORTO POLLO -20140SERRA-DI-FERRO,04 95 76 09 31,http://www.hotel-casa-murina.com/,casa-murina@orange.fr
HÔTEL CASA ORFEA,Hôtel de tourisme,1 rue A Marina -20220ALGAJOLA,04 95 57 90 08,https://www.hotel-algajola-corsica.com/,casa.orfea.algajola@gmail.com
HÔTEL CASA ROSSA,Hôtel de tourisme,Boulevard Pierre Pasquini -20220L'ÎLE-ROUSSE,04 95 60 22 76,www.hotel-casarossa.com,info@hotel-casarossa.com
HÔTEL CASABELLA,Hôtel de tourisme,45 avenenue de Cannes -06370MOUANS-SARTOUX,04 92 98 63 43,www.hotel-casabella.com,infos@hotel-casabella.com
HÔTEL CASADELMAR,Hôtel de tourisme,Route de Palombaggia -20137Porto-Vecchio,04 95 72 34 34,https://www.casadelmar.fr/fr/,michaela@casadelmar.fr
HÔTEL CASAROSE,Hôtel de tourisme,780 avenue de la Mer -06210Mandelieu-la-Napoule,04 93 49 11 66,https://hotelcasarose.fr/,INFO@HOTELCASAROSE.FR
HÔTEL CASINO DES PALMIERS,Hôtel de tourisme,1 Avenue Ambroise Thomas -83400HYÈRES,04 94 12 80 80,http://www.hyereshotel.com/,hotel-hyeres@partouche.com
HÔTEL CASSITEL,Hôtel de tourisme,Place Georges Clémenceau -13260Cassis,04 42 01 83 44,https://www.cassitel.com/#,contact@cassitel.com
HÔTEL CASTEL,Hôtel de tourisme,67 Rue Du Général Thiry -54230NEUVES-MAISONS,03 83 47 26 10,http://www.hotel-castel.fr/,hotel.castel@wanadoo.fr
HÔTEL CASTEL 1904,Hôtel de tourisme,Rue du docteur Bovet -63390SAINT-GERVAIS-D'AUVERGNE,04 73 85 70 42,castel-hotel-1904.com,castel.hotel.1904@wanadoo.fr
HÔTEL CASTEL BEAU SITE,Hôtel de tourisme,Plage de Saint Guirec -22700Perros-Guirec,02 96 91 40 87,https://www.castelbeausite.com/,infos@castelbeausite.com
HÔTEL CASTEL BURGOND,Hôtel de tourisme,3 route de troyes -21121DAIX,03 80 56 59 72,http://hotel-dijon-castel-burgond.com,castel.burgond@wanadoo.fr
HÔTEL CASTEL D'ORCINO,Hôtel de tourisme,Baie de la Liscia -20111CALCATOGGIO,04 95 52 50 50,http://www.casteldorcino.com,castelor@orange.fr
HÔTEL CASTEL DE LA PIQUE,Hôtel de tourisme,31 Cours des Quinconces -31110BAGNÈRES-DE-LUCHON,05 61 88 43 66,http://www.castel-pique.fr,contact@castel-pique.fr
HÔTEL CASTEL DE MIRAMBEL,Hôtel de tourisme,42 rue du Fort -65100Lourdes,06 77 33 48 31,https://www.casteldemirambel.fr/,christelle.duprat33@free.fr
HÔTEL CASTEL DE TRÈS GIRARD,Hôtel de tourisme,7 rue de Très Girard -21220Morey-Saint-Denis,03 80 34 33 09,https://www.castel-tres-girard.com/fr/,info@castel-tres-girard.com
HÔTEL CASTEL DE VERGIO,Hôtel de tourisme,Départementale 84 -20224Albertacce,06 12 74 87 04,https://www.hotel-castel-vergio.com/,casteldevergio@orange.fr
HÔTEL CASTEL DU PONT D'OLY,Hôtel de tourisme,2 avenue rauski -64110JURANÇON,05 59 06 13 40,www.hotel-restaurant-pau.com,castel.oly@wanadoo.fr
HÔTEL CASTEL DU ROY,Hôtel de tourisme,146 ROUTE DE L'AIGARA -06540BREIL-SUR-ROYA,04 93 04 43 66,http://www.castelduroy.com,hotel-des-salines@orange.fr
HÔTEL CASTEL FLEURI,Hôtel de tourisme,4 avenue alfred piat -14390CABOURG,02 31 91 27 57,http://www.castel-fleuri.com,info@castel-fleuri.com
HÔTEL CASTEL FLEURI TOURS,Hôtel de tourisme,10 rue Groison -37100TOURS,02 47 54 50 99,www.castel-fleuri-tours.com,info@hotelcastelfleuri.com
HÔTEL CASTEL GAROUPE,Hôtel de tourisme,959 Boulevard de la Garoupe -06160ANTIBES,04 93 61 36 51,http://www.castel-garoupe.com,castel-garoupe@wanadoo.fr
HÔTEL CASTEL GUY,Hôtel de tourisme,10 avenue des Etats-Unis -63140Châtel-Guyon,04 73 86 00 45,http://hotelcastelguy.jimdo.com/,bouilloneric@orange.fr
HÔTEL CASTEL JEANSON,Hôtel de tourisme,24 rue Jeanson -51160Ay,03 26 54 21 75,http://www.casteljeanson.fr,info@casteljeanson.fr
HÔTEL CASTEL MAINTENON,Hôtel de tourisme,1 rue de la Ferte -28130Maintenon,02 34 40 14 14,https://www.castelmaintenon.com/,info@castelmaintenon.com
HÔTEL CASTEL MARIE-LOUISE,Hôtel de tourisme,1 avenue Andrieu -44500La Baule-Escoublac,02 40 11 48 38,http://www.castel-marie-louise.com,marielouise@relaischateaux.com
HÔTEL CASTEL MISTRAL,Hôtel de tourisme,43 RUE BRICKA -06160JUAN LES PINS,04 93 61 21 04,http://castel-mistral.fr/,colibri@cote-dazur.com
HÔTEL CASTEL MOOR,Hôtel de tourisme,12 AVENUE DU CASTOUILLET -44490LE CROISIC,02 40 23 24 18,https://www.castel-moor.com/,castel@castel-moor.com
HÔTEL CASTEL MOUISSON,Hôtel de tourisme,247 chemin sous les Roches -13570Barbentane,04 90 95 51 17,http://www.hotel-castelmouisson.com,castel.mouisson@wanadoo.fr
HÔTEL CASTEL PROVENCE,Hôtel de tourisme,30 chemin de pinchinade -06370MOUANS-SARTOUX,04 93 12 11 92,http://www.hotelcastelprovence.fr/,reservation@hotelcastelprovence.com
HÔTEL CASTEL RÉGINA,Hôtel de tourisme,3 Avenue de Brocqueville -63140Châtel-Guyon,04 73 86 00 15,https://castelregina-chatelguyon.jimdo.com,hotelcastelregina@orange.fr
HÔTEL CASTEL SAINTE-ANNE,Hôtel de tourisme,81 chemin de La Chapelle -83330Le Castellet,06 37 70 35 40,https://hotelcastelsainteanne.com/,hotelcastelstanne@orange.fr
HÔTEL CASTEL VECCHIO,Hôtel de tourisme,7 rue Paul Colonna d'Istria -20000AJACCIO,04 95 22 31 12,www.hotel-castelvecchio.com,castelvecchio@wanadoo.fr
HÔTEL CASTEL VICTORIA,Hôtel de tourisme,21 rue de Paris -62520Le Touquet-Paris-Plage,03 21 90 01 00,https://www.castelvictoria.com/,info@castel-victoria.com
HÔTEL CASTELBRAC,Hôtel de tourisme,17 avenue George V -35800Dinard,02 99 80 30 00,https://www.castelbrac.com/fr/,info@castelbrac.com
HÔTEL CASTELL'VERDE,Hôtel de tourisme,BAIE DE SANTA-GIULIA -20137PORTO-VECCHIO,04 95 70 71 00,http://www.sud-corse.com,castellverde@sud-corse.com
HÔTEL CASTELLAMAR,Hôtel de tourisme,8 Avenus Georges Pompidou -83120SAINTE-MAXIME,04 94 96 19 97,www.hotelcastellamar.com,contact@hotelcastellamar.com
HÔTEL CASTELLU,Hôtel de tourisme,Route de l'Aéroport -20290LUCCIANA,04 95 58 43 43,www.castellurossu.com,castellu.rossu@wanadoo.fr
HÔTEL CASTELLU ROSSU,Hôtel de tourisme,route de l'aéroport -20290LUCCIANA,04 95 58 43 43,http://www.castellurossu.com,castellu.rossu@wanadoo.fr
HÔTEL CASTETS D'AYRÉ,Hôtel de tourisme,51 route de Labatsus -65120BARÈGES,05 62 92 68 17,http://www.hotelbareges.com/,hotel-castets-ayre@orange.fr
HÔTEL CASTEX,Hôtel de tourisme,5 rue castex -75004PARIS,01 42 72 31 52,www.castexhotel.com,inf@castexhotel.com
HÔTEL CASTILLAN,Hôtel de tourisme,Route Départementale 1091 -05320LA GRAVE,04 76 79 90 04,www.le-castillan.com,castillan.hotel@wanadoo.fr
HÔTEL CASTILLE PARIS,Hôtel de tourisme,33/37 rue Cambon -75001Paris 1er Arrondissement,01 44 58 44 04,https://collezione.starhotels.com/fr/nos-hotels/castille/,a.bragoli@castille.com
HÔTEL CASTILLON DES BAUX,Hôtel de tourisme,10 bis avenue de la Vallée des Baux -13520Maussane-les-Alpilles,04 90 54 31 93,https://www.castillondesbaux.com/,castillondesbaux@orange.fr
HÔTEL CATALPA,Hôtel de tourisme,34 avenue d'Albigny -74000ANNECY,04 50 23 02 46,https://www.hotelannecy-lac.com/,hotelcatalpa@gmail.com
HÔTEL CATHÉDRALE,Hôtel de tourisme,12-13 place de la Cathédrale -67000Strasbourg,03 88 22 12 12,www.hotel-cathedrale.fr,reservation@hotel-cathedrale.fr
HÔTEL CAUMARTIN OPÉRA,Hôtel de tourisme,27 rue de Caumartin -75009Paris 9e Arrondissement,01 47 42 95 95,https://www.astotel.com/hotel/caumartin-opera/overview,reservation.caumartin@astotel.com
HÔTEL CAVALIÈRE SUR PLAGE,Hôtel de tourisme,2 Avenue du Cap Nègre -83980LE LAVANDOU,04 98 04 37 37,https://www.hotel-cavaliere.com/fr,reservation@hotel-cavaliere.com
HÔTEL CAYRONS,Hôtel de tourisme,2340 Route de Cagnes -06140VENCE,04 93 58 11 27,https://www.logishotels.com/fr/hotel/hotel-des-cayrons-1480,hotelcayrons@orange.fr
HÔTEL CCAS PARIS RICHERAND,Hôtel de tourisme,6-8 avenue Richerand -75010Paris 10e Arrondissement,01 53 19 86 20,https://gdscatalogueur.ccas.fr/centre/1320,accueil.richerand-heb@asmeg.org
HÔTEL CECIL,Hôtel de tourisme,8 Rue Jonnard -06160JUAN LES PINS,04 93 61 05 12,www.hotel-cecil.com,contact@hotel-cecil.com
HÔTEL CECYL,Hôtel de tourisme,24 rue Buirette -51100REIMS,03 26 47 57 47,www.hotel-cecyl.fr,reservation@hotel-cecyl.fr
HÔTEL CELISOL CERDAGNE,Hôtel de tourisme,1 avenue des guinguettes -66760BOURG-MADAME,04 68 04 53 70,http://www.hotelcelisolcerdagne.fr,contact@hotelcelisolcerdagne.fr
HÔTEL CELTIC,Hôtel de tourisme,38 rue Georges Clémenceau -56400Auray,02 97 24 05 37,https://www.celtic-hotel.fr/,info@celtic-hotel.fr
HÔTEL CENTER BREST,Hôtel de tourisme,4 boulevard Léon Blum -29200Brest,02 98 80 78 07,https://www.hotelcenter.com/,info@hotelcenter.com
HÔTEL CENTRAL,Hôtel de tourisme,3 rue Miot -20200BASTIA,04 95 31 71 72,http://www.centralhotel.fr,info@centralhotel.fr
HÔTEL CENTRAL,Hôtel de tourisme,37 rue de la compagnie -97400Saint-Denis,02 62 94 18 08,https://www.centralhotel.re/,central.hotel@wanadoo.fr
HÔTEL CENTRAL,Hôtel de tourisme,31 - 33 rue de la République -84000AVIGNON,04 90 86 07 81,http://www.avignon-central-hotel.com,avignon.central.hotel@gmail.com
HÔTEL CENTRAL,Hôtel de tourisme,3 rue massabielle -65100LOURDES,05 62 94 55 75,http://www.hotel-central-lourdes.com,hotel-central-lourdes@wanadoo.fr
HÔTEL CENTRAL,Hôtel de tourisme,1 PLACE CHARLES DE GAULLE -64220SAINT-JEAN-PIED-DE-PORT,05 59 37 00 22,https://hotelcentral64.wordpress.com/,central.centralhotel6@orange.fr
HÔTEL CENTRAL,Hôtel de tourisme,14 avenue du Vallespir -66110Amélie-les-Bains-Palalda,04 68 39 00 04,https://www.hotelcentral66.com/,hotelcentralcafedeparis66@gmail.com
HÔTEL CENTRAL,Hôtel de tourisme,1 place Centrale -39250CENSEAU,03 84 51 30 46,https://www.hotel-central-censeau.fr/,paco.thiboud@wanadoo.fr
HÔTEL CENTRAL,Hôtel de tourisme,5 rue des archives -94000CRETEIL,01 49 80 08 00,www.centralhotelcreteil.fr,info@centralhotelcreteil.fr
HÔTEL CENTRAL,Hôtel de tourisme,35 place du Maréchal Leclerc -86000Poitiers,05 49 01 79 79,https://www.centralhotel86.com/,lavilla.hotelcentral@sfr.fr
HÔTEL CENTRAL,Hôtel de tourisme,Angle des rues Molé et Becker -97300Cayenne,05 94 25 65 65,https://centralhotel-cayenne.fr/,reservation@centralhotel-cayenne.fr
HÔTEL CENTRAL,Hôtel de tourisme,27 boulevard Jean Jaurès -11000CARCASSONNE,04 68 25 03 84,http://www.hotel-carcassonne-11.com,hotel.central@orange.fr
HÔTEL CENTRAL,Hôtel de tourisme,15 rue Léon Daran -64000PAU,05 59 27 72 75,http://www.hotelcentralpau.com,hotelcentralpau@gmail.com
HÔTEL CENTRAL ANZAC,Hôtel de tourisme,17 rue Alexandre Fatton -80000AMIENS,03 22 91 34 08,http://www.hotelcentralanzac.com/,hotel-central2@wanadoo.fr
HÔTEL CENTRAL MONTARGIS,Hôtel de tourisme,2 rue Gudin -45200Montargis,02 38 85 03 07,https://www.hotel-montargis.com/,hotel-montargis@wanadoo.fr
HÔTEL CENTRAL PARK & SPA,Hôtel de tourisme,4 avenue Jean Guiton -17000La Rochelle,05 46 66 06 06,https://www.hotelcentralpark.fr/,contact@hotelcentralpark.fr
HÔTEL CENTRAL SAINT GERMAIN,Hôtel de tourisme,3 rue Champollion -75005Paris 5e Arrondissement,01 46 34 14 20,https://www.hotelcentralsaintgermain.fr/fr/,hotel@hotelcentralsaintgermain.fr
HÔTEL CENTRE JEAN XXIII ANNECY,Hôtel de tourisme,10 chemin du Bray -74000ANNECY,04 50 23 13 72,https://www.centrejean23.com/,direction@centrejean23.com
HÔTEL CENTRE PORT-ROYAL,Hôtel de tourisme,Chemin du Charme et du Carrosse -78470Saint-Lambert,01 30 12 17 12,https://www.centreportroyal.com/,accueil@centreportroyal.com
HÔTEL CERISE AUXERRE,Hôtel de tourisme,Avenue de l'europe -89470MONÉTEAU,03 86 40 55 92,https://www.cerise-hotels-residences.com/fr/hotels-et-residences/details/auxerre,cerise.auxerre@exhore.fr
HÔTEL CERISE CHATOU,Hôtel de tourisme,2 rue Marconi -78400CHATOU,01 34 80 85 00,www.cerise-hotels-residences.com,cerise.chatou@exhore.fr
HÔTEL CERISE LENS,Hôtel de tourisme,Rue de Beaumont -62950NOYELLES-GODAULT,03 21 20 77 76,https://www.cerise-hotels-residences.com/fr/hotels-et-residences/details/lens,cerise.lens@exhore.fr
HÔTEL CERISE NANCY,Hôtel de tourisme,1339 avenue Raymond Pinchard -54000NANCY,03 83 98 03 33,https://www.cerise-hotels-residences.com/fr/hotels-et-residences/details/nancy,cerise.nancy@exhore.fr
HÔTEL CERVANTES,Hôtel de tourisme,19 rue de Berne -75008Paris 8e Arrondissement,01 43 87 55 77,https://www.hotelcervantesparis.com/fr/,reservations@hotelcervantesparis.com
HÔTEL CHAGNOT,Hôtel de tourisme,24 place de la Gare -59800LILLE,03 20 74 11 87,https://www.hotel-chagnot-lille.com,contact@hotel-chagnot-lille.com
HÔTEL CHAI DE LA PALEINE,Hôtel de tourisme,10 place Jules Raimbault -49260LE PUY-NOTRE-DAME,02 41 38 28 25,https://www.paleine.fr/,lapaleine@wanadoo.fr
HÔTEL CHAIS MONNET,Hôtel de tourisme,50 rue Paul Firino Martell -16100COGNAC,05 17 22 32 23,https://www.chaismonnethotel.com/,abamvens@chaismonnethotel.com
HÔTEL CHALET ALPAGE,Hôtel de tourisme,1872 route du col de la Croix Fry -74220LA CLUSAZ,04 50 02 63 28,https://www.chalet-alpage.com/,chaletalpage@gmail.com
HÔTEL CHALET ALPEN VALLEY,Hôtel de tourisme,2843 ROUTE DE LA CRY CUCHET -74920Combloux,04 50 58 68 55,https://alpenvalley.com/fr,info@alpenvalley.com
HÔTEL CHALET D'ALIZÉE,Hôtel de tourisme,165 route de Thonon -74390CHÂTEL,04 50 73 00 53,http://www.hotel-alizee.fr,patricia@hotel-alizee.fr
HÔTEL CHALET D'ANTOINE,Hôtel de tourisme,187 Route Edmond de Rothschild -74120MEGÈVE,04 50 21 05 56,http://www.hotel-alizee.fr,patricia@hotel-alizee.fr
HÔTEL CHALET DE L'ISÈRE,Hôtel de tourisme,42 avenue de Grasse -06400Cannes,04 93 38 50 80,https://www.hotel-chalet-isere-cannes.com/fr/,chalet.isere@wanadoo.fr
HÔTEL CHALET DE LANZA,Hôtel de tourisme,Le Bourg -05460Abriès,04 92 46 71 21,https://www.chaletdelanza.fr/,contact@chaletdelanza.fr
HÔTEL CHALET DES CHAMPIONS,Hôtel de tourisme,120 AVENUE DE LA MUZELLE -38860LES-DEUX-ALPES,04 76 80 50 93,www.chaletdeschampions.com,chaletdeschampions@orange.fr
HÔTEL CHALET EIRA,Hôtel de tourisme,205 route des putheys -74110Morzine,04 50 74 42 32,http://www.chaleteira.com/the-chalet.php,chaleteira@hotmail.com
HÔTEL CHALET LA TUVIÈRE,Hôtel de tourisme,341 rue La Tuvière -73300Jarrier,06 98 36 91 86,https://www.chaletlatuviere.com/,latuviere.bikeinn@gmail.com
HÔTEL CHALET MATSUZAKA,Hôtel de tourisme,La Rosière 1850 -73700MONTVALEZAN,04 79 07 53 13,http://www.chaletmatsuzaka.com,info@chaletmatsuzaka.com
HÔTEL CHALET SAINT LOUIS,Hôtel de tourisme,15 boulevard de la Grotte -65100LOURDES,05 62 94 03 89,https://www.hotelchaletstlouis-lourdes.fr/,hotelchaletsaintlouis@gmail.com
HÔTEL CHALET SAINT-GEORGES,Hôtel de tourisme,159 Rue Monseigneur Conseil -74120MEGÈVE,04 50 93 07 15,http://www.chaletsaintgeorges.com,contact@chaletsaintgeorges.com
HÔTEL CHAMBIGES ÉLYSÉES,Hôtel de tourisme,8 rue Chambiges -75008Paris 8e Arrondissement,01 44 31 83 83,https://www.hotelchambiges.com/fr/,reservation@hotelchambiges.com
HÔTEL CHAMBORD,Hôtel de tourisme,6 avenue Boyer -06500Menton,04 93 35 94 19,https://www.hotel-chambord.com/,hotel.chambord@wanadoo.fr
HÔTEL CHAMP'ALSACE AÉRODROME,Hôtel de tourisme,12 rue Saint Exupéry -67500HAGUENAU,03 88 93 30 13,https://www.champ-alsace.com/fr/aerodrome/,champalsace@sfr.fr
